Ubat;accx1;accy1;accz1;Acc1_Temp;accx2;accy2;accz2;Acc2_Temp;Abs_Pressure;Vector_Temp;Pressure_I;Pressure_Kiel;Pressure_Lacet;Air_Temp_I;Air_Temp_KIEL;Air_Temp_Lacet;Time;latitude;longitude;altGPS;vitesseGPS;UTC_h;UTC_m;UTC_s;dateGPS;Probe
4.15;nan;nan;nan;25.00;nan;nan;nan;25.00;1.000633;23.78;0.0000;0.000;0.0000;0.00;0.00;0.00;373;0.000000;0.000000;0.00;0.00;0;0;0;09.2
4.11;3.995137;8.360831;1.830766;21.62;-4.101100;-8.325752;1.994394;21.14;1.000755;23.96;-0.0125;0.000;0.0083;24.10;24.12;24.19;873;0.000000;0.000000;0.00;0.00;0;0;0;09.2
4.10;4.438006;8.535261;-1.428944;21.62;-4.547484;-8.473268;-1.287646;21.14;1.000747;24.01;0.0000;0.000;0.0125;24.18;24.22;24.32;1378;0.000000;0.000000;0.00;0.00;0;0;0;09.2
4.11;5.245433;7.828049;-3.053046;21.62;-5.348293;-7.792012;-2.845961;21.14;1.000741;24.05;0.0000;0.000;0.0125;24.23;24.24;24.34;1882;0.000000;0.000000;0.00;0.00;0;0;0;09.2
4.11;1.794684;7.997200;-4.201047;21.62;-1.861668;-7.943235;-4.140947;21.14;1.000743;24.08;-0.0083;0.000;0.0000;24.27;24.31;24.37;2384;0.000000;0.000000;0.00;0.00;0;0;0;09.2
4.11;4.722948;8.272864;-1.355727;21.62;-4.925294;-8.320746;-0.740807;21.14;1.000746;24.10;-0.0417;0.000;0.0375;24.34;24.31;24.43;2893;0.000000;0.000000;0.00;0.00;0;0;0;09.2
4.11;2.186110;5.095621;8.620200;21.62;-2.600131;-5.342857;8.406632;21.14;1.000747;24.12;0.0167;0.000;0.0792;24.33;24.39;24.42;3395;0.000000;0.000000;0.00;0.00;0;0;0;09.2
4.11;-1.176921;7.115646;4.654717;21.62;0.835371;-7.184225;4.934821;21.14;1.000736;24.13;-0.0417;0.017;-0.0333;24.33;24.40;24.49;3901;0.000000;0.000000;0.00;0.00;0;0;0;09.2
4.12;4.175311;5.535177;7.472357;21.62;-4.118552;-5.426897;7.683332;21.14;1.000730;24.13;-0.0125;0.000;0.0167;24.39;24.42;24.52;4407;0.000000;0.000000;0.00;0.00;0;0;0;09.2
4.11;1.308993;7.957499;4.339901;21.62;-0.842703;-7.993710;3.897152;21.14;1.000728;24.14;0.0042;0.000;0.0250;24.36;24.42;24.51;4913;0.000000;0.000000;0.00;0.00;0;0;0;09.2
4.11;0.413770;7.034895;5.296371;21.62;-0.611079;-5.930794;6.104161;21.14;1.000719;24.15;-0.0292;0.000;0.0000;24.37;24.46;24.56;5413;0.000000;0.000000;0.00;0.00;0;0;0;09.2
4.11;-2.481974;-3.774059;9.944955;21.62;2.222869;3.770268;10.009146;21.14;1.000716;24.15;-0.0583;0.000;0.0333;24.41;24.47;24.56;5913;0.000000;0.000000;0.00;0.00;0;0;0;09.2
4.11;-1.503010;-1.835832;7.516896;21.62;1.727152;2.197332;7.780591;21.14;1.000715;24.15;-0.0375;0.033;0.0042;24.45;24.43;24.57;6413;0.000000;0.000000;0.00;0.00;0;0;0;09.2
4.11;0.141298;-0.428434;10.155581;21.62;0.149079;0.029028;10.255980;21.14;1.000723;24.16;0.0125;0.000;0.0125;24.47;24.50;24.58;6919;0.000000;0.000000;0.00;0.00;0;0;0;09.2
4.11;-1.235875;4.126682;8.757809;21.62;1.181959;-4.252269;8.894668;21.14;1.000727;24.16;0.0000;0.000;0.0042;24.45;24.49;24.54;7422;0.000000;0.000000;0.00;0.00;0;0;0;09.2
4.11;-1.218611;4.108649;8.757111;21.62;1.175518;-4.153280;8.907678;21.14;1.000726;24.16;0.0042;0.000;0.0083;24.45;24.52;24.59;7925;0.000000;0.000000;0.00;0.00;0;0;0;09.2
4.10;-1.222708;4.124387;8.749478;21.62;1.179964;-4.168378;8.899356;21.14;1.000727;24.16;0.0000;0.000;0.0083;24.49;24.48;24.60;8425;0.000000;0.000000;0.00;0.00;0;0;0;09.2
4.11;-1.218668;4.123789;8.749429;21.62;1.176423;-4.166483;8.901052;21.14;1.000720;24.17;0.0000;0.000;0.0083;24.50;24.52;24.58;8931;0.000000;0.000000;0.00;0.00;0;0;0;09.2
4.11;-1.217157;4.126817;8.748689;21.62;1.174150;-4.169953;8.899940;21.14;1.000718;24.17;0.0042;0.000;0.0083;24.49;24.56;24.62;9439;0.000000;0.000000;0.00;0.00;0;0;0;09.2
4.11;-1.220264;4.132368;8.745388;21.62;1.176872;-4.177954;8.896163;21.14;1.000720;24.17;0.0000;0.000;0.0083;24.51;24.56;24.63;9943;0.000000;0.000000;0.00;0.00;0;0;0;09.2
4.11;-1.218568;4.136058;8.744891;21.62;1.176423;-4.182642;8.894767;21.14;1.000714;24.17;0.0000;0.000;0.0083;24.52;24.52;24.68;10444;0.000000;0.000000;0.00;0.00;0;0;0;09.2
4.11;-1.225536;4.161489;8.731373;21.62;1.171627;-4.200349;8.885876;21.14;1.000712;24.18;0.0000;0.000;0.0083;24.58;24.56;24.67;10947;0.000000;0.000000;0.00;0.00;0;0;0;09.2
4.11;-1.196972;4.195012;8.717559;21.62;1.170338;-4.236209;8.867684;21.14;1.000710;24.18;0.0000;0.000;0.0083;24.55;24.55;24.68;11456;0.000000;0.000000;0.00;0.00;0;0;0;09.2
4.12;-1.206448;4.170921;8.727433;21.62;1.159565;-4.230424;8.871526;21.14;1.000712;24.18;0.0000;0.000;0.0083;24.58;24.56;24.68;11962;0.000000;0.000000;0.00;0.00;0;0;0;09.2
4.11;-1.207446;4.218104;8.706836;21.62;1.168044;-4.266484;8.855266;21.14;1.000715;24.18;0.0000;0.000;0.0083;24.57;24.58;24.72;12470;0.000000;0.000000;0.00;0.00;0;0;0;09.2
4.11;-1.207096;4.219102;8.707883;21.62;1.163954;-4.257457;8.859007;21.14;1.000713;24.18;0.0000;0.000;0.0083;24.58;24.61;24.70;12973;0.000000;0.000000;0.00;0.00;0;0;0;09.2
4.11;-1.207346;4.226533;8.702497;21.62;1.164203;-4.270175;8.852872;21.14;1.000710;24.18;0.0042;0.000;0.0083;24.58;24.61;24.73;13474;0.000000;0.000000;0.00;0.00;0;0;0;09.2
4.11;-1.206897;4.225337;8.703345;21.62;1.165001;-4.268878;8.853621;21.14;1.000708;24.19;0.0000;0.000;0.0042;24.58;24.60;24.72;13976;0.000000;0.000000;0.00;0.00;0;0;0;09.2
4.10;-1.207745;4.225885;8.702397;21.62;1.163854;-4.269876;8.853869;21.14;1.000713;24.19;0.0000;0.000;0.0042;24.65;24.60;24.74;14484;0.000000;0.000000;0.00;0.00;0;0;0;09.2
4.11;-1.206747;4.225486;8.702994;21.62;1.163405;-4.270075;8.852472;21.14;1.000720;24.19;0.0000;0.000;0.0083;24.57;24.64;24.76;14991;0.000000;0.000000;0.00;0.00;0;0;0;09.2
4.11;-1.208265;4.228394;8.702561;21.62;1.163975;-4.272298;8.851461;21.14;1.000724;24.19;0.0042;0.000;0.0042;24.61;24.67;24.71;15499;0.000000;0.000000;0.00;0.00;0;0;0;09.2
4.11;-1.207196;4.230324;8.702945;21.62;1.164004;-4.273167;8.849780;21.14;1.000717;24.20;0.0042;0.000;0.0042;24.62;24.62;24.74;16003;0.000000;0.000000;0.00;0.00;0;0;0;09.2
4.11;-1.206199;4.230623;8.701098;21.62;1.164253;-4.275362;8.851726;21.14;1.000719;24.20;0.0000;0.000;0.0042;24.65;24.66;24.73;16504;0.000000;0.000000;0.00;0.00;0;0;0;09.2
4.11;-1.207324;4.231044;8.700680;21.62;1.163676;-4.275761;8.851461;21.14;1.000726;24.20;0.0000;0.000;0.0042;24.61;24.67;24.75;17006;0.000000;0.000000;0.00;0.00;0;0;0;09.2
4.10;-1.204952;4.232718;8.701249;21.62;1.163854;-4.277108;8.850978;21.14;1.000727;24.20;0.0000;0.000;0.0042;24.66;24.67;24.74;17515;0.000000;0.000000;0.00;0.00;0;0;0;09.2
4.11;-1.206598;4.233994;8.701278;21.62;1.162351;-4.277129;8.850052;21.14;1.000734;24.21;0.0042;0.000;0.0042;24.66;24.72;24.76;18021;0.000000;0.000000;0.00;0.00;0;0;0;09.2
4.11;-1.205700;4.233366;8.702994;22.10;1.163654;-4.277108;8.850478;21.14;1.000727;24.21;0.0042;0.000;0.0042;24.66;24.70;24.78;18530;0.000000;0.000000;0.00;0.00;0;0;0;09.2
