Timestamp, Latitude, Longitude, Heading,Cyclops bureau,
2024-10-10 16:45:49.602, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:49.702, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:49.802, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:49.901, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:50.001, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:50.102, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:50.202, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:50.302, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:50.401, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:50.501, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:50.602, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:50.702, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:50.802, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:50.901, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:51.001, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:51.102, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:51.202, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:51.302, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:51.401, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:51.501, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:51.602, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:51.702, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:51.802, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:51.901, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:52.001, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:52.102, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:52.202, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:52.302, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:52.401, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:52.501, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:52.602, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:52.702, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:52.802, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:52.901, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:53.001, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:53.102, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:53.202, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:53.302, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:53.401, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:53.501, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:53.602, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:53.702, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:53.802, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:53.901, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:54.001, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:54.102, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:54.202, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:54.302, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:54.401, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:54.501, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:54.602, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:54.702, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:54.802, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:54.901, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:55.001, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:55.102, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:55.202, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:55.302, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:55.401, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:55.501, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:55.602, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:55.702, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:55.802, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:55.901, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:56.001, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:56.102, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:56.202, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:56.302, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:56.401, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:56.501, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:56.602, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:56.702, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:56.802, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:56.901, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:57.001, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:57.102, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:57.202, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:57.302, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:57.401, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:57.501, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:57.602, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:57.702, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:57.802, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:57.901, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:58.001, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:58.102, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:58.202, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:58.302, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:58.401, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:58.501, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:58.602, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:58.702, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:58.802, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:58.901, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:59.001, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:59.102, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:59.202, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:59.302, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:59.401, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:59.501, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:59.602, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:59.702, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:59.802, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:45:59.901, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:00.001, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:00.102, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:00.202, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:00.302, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:00.401, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:00.501, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:00.602, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:00.702, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:00.802, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:00.901, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:01.001, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:01.102, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:01.202, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:01.302, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:01.401, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:01.501, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:01.602, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:01.702, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:01.802, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:01.901, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:02.001, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:02.102, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:02.202, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:02.302, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:02.401, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:02.501, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:02.602, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:02.702, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:02.802, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:02.901, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:03.001, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:03.102, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:03.202, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:03.302, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:03.401, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:03.501, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:03.602, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:03.702, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:03.802, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:03.901, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:04.001, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:04.102, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:04.202, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:04.302, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:04.401, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:04.501, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:04.602, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:04.702, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:04.802, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:04.901, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:05.001, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:05.102, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:05.202, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:05.302, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:05.401, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:05.501, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:05.602, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:05.702, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:05.802, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:05.901, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:06.001, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:06.102, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:06.202, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:06.302, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:06.401, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:06.501, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:06.602, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:06.702, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:06.802, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:06.901, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:07.001, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:07.102, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:07.202, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:07.302, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:07.401, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:07.501, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:07.602, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:07.702, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:07.802, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:07.901, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:08.001, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:08.102, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:08.202, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:08.302, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:08.401, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:08.501, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:08.602, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:08.702, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:08.802, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:08.901, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:09.001, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:09.102, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:09.202, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:09.302, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:09.401, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:09.501, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:09.602, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:09.702, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:09.802, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:09.901, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:10.001, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:10.102, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:10.202, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:10.302, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:10.401, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:10.501, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:10.602, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:10.702, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:10.802, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:10.901, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:11.001, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:11.102, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:11.202, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:11.302, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:11.401, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:11.501, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:11.602, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:11.702, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:11.802, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:11.901, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:12.001, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:12.102, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:12.202, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:12.302, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:12.401, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:12.501, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:12.602, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:12.702, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:12.802, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:12.901, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:13.001, 44.65850076, -1.19471826,102.8,,
2024-10-10 16:46:13.102, 44.65850076, -1.19471826,102.8,,
