Ubat,accx1,accy1,accz1,Acc1_Temp,accx2,accy2,accz2,Acc2_Temp,Abs_Pressure,Vector_Temp,Pressure_I,Pressure_Kiel,Pressure_Lacet,Air_Temp_I,Air_Temp_KIEL,Air_Temp_Lacet,Time,latitude,longitude,altGPS,vitesseGPS,UTC_h,UTC_m,UTC_s,dateGPS,Probe,DP,IAS_raw,IAS,Rho,TAS,TAS_knots,Time_UTC_x,Time_UTC_y, Latitude, Longitude, Heading,Cyclops bureau,Unnamed: 5
3.93,-0.091622,-8.072562,-5.569292,20.17,0.264243,8.001491,-5.376023,19.2,1.012735,22.79,2.1792,-2.183,1.725,24.31,23.84,22.75,2468,44.659016,-1.194553,52.4,0.0,15,58,31,9.2,,-2.0822604136323912,1.8438028198762186,1.8546791719079156,1.1922881690532707,1.8799496676496001,3.6543213619639987,2000-01-01 15:58:31,2024-10-10 15:58:31.067,44.6590218,-1.19450156,96.5,59.0,
3.93,-0.091622,-8.072562,-5.569292,20.17,0.264243,8.001491,-5.376023,19.2,1.012735,22.79,2.1792,-2.183,1.725,24.31,23.84,22.75,2468,44.659016,-1.194553,52.4,0.0,15,58,31,9.2,,-2.0822604136323912,1.8438028198762186,1.8546791719079156,1.1922881690532707,1.8799496676496001,3.6543213619639987,2000-01-01 15:58:31,2024-10-10 15:58:31.168,44.6590218,-1.19450156,100.1,59.0,
3.93,-0.091622,-8.072562,-5.569292,20.17,0.264243,8.001491,-5.376023,19.2,1.012735,22.79,2.1792,-2.183,1.725,24.31,23.84,22.75,2468,44.659016,-1.194553,52.4,0.0,15,58,31,9.2,,-2.0822604136323912,1.8438028198762186,1.8546791719079156,1.1922881690532707,1.8799496676496001,3.6543213619639987,2000-01-01 15:58:31,2024-10-10 15:58:31.267,44.6590218,-1.19450156,100.1,59.0,
3.93,-0.091622,-8.072562,-5.569292,20.17,0.264243,8.001491,-5.376023,19.2,1.012735,22.79,2.1792,-2.183,1.725,24.31,23.84,22.75,2468,44.659016,-1.194553,52.4,0.0,15,58,31,9.2,,-2.0822604136323912,1.8438028198762186,1.8546791719079156,1.1922881690532707,1.8799496676496001,3.6543213619639987,2000-01-01 15:58:31,2024-10-10 15:58:31.367,44.6590218,-1.19450156,100.1,59.0,
3.93,-0.091622,-8.072562,-5.569292,20.17,0.264243,8.001491,-5.376023,19.2,1.012735,22.79,2.1792,-2.183,1.725,24.31,23.84,22.75,2468,44.659016,-1.194553,52.4,0.0,15,58,31,9.2,,-2.0822604136323912,1.8438028198762186,1.8546791719079156,1.1922881690532707,1.8799496676496001,3.6543213619639987,2000-01-01 15:58:31,2024-10-10 15:58:31.467,44.6590218,-1.19450156,100.1,59.0,
3.93,-0.091622,-8.072562,-5.569292,20.17,0.264243,8.001491,-5.376023,19.2,1.012735,22.79,2.1792,-2.183,1.725,24.31,23.84,22.75,2468,44.659016,-1.194553,52.4,0.0,15,58,31,9.2,,-2.0822604136323912,1.8438028198762186,1.8546791719079156,1.1922881690532707,1.8799496676496001,3.6543213619639987,2000-01-01 15:58:31,2024-10-10 15:58:31.567,44.6590218,-1.19450156,100.1,59.0,
3.93,-0.091622,-8.072562,-5.569292,20.17,0.264243,8.001491,-5.376023,19.2,1.012735,22.79,2.1792,-2.183,1.725,24.31,23.84,22.75,2468,44.659016,-1.194553,52.4,0.0,15,58,31,9.2,,-2.0822604136323912,1.8438028198762186,1.8546791719079156,1.1922881690532707,1.8799496676496001,3.6543213619639987,2000-01-01 15:58:31,2024-10-10 15:58:31.668,44.6590218,-1.19450156,100.1,59.0,
3.93,-0.091622,-8.072562,-5.569292,20.17,0.264243,8.001491,-5.376023,19.2,1.012735,22.79,2.1792,-2.183,1.725,24.31,23.84,22.75,2468,44.659016,-1.194553,52.4,0.0,15,58,31,9.2,,-2.0822604136323912,1.8438028198762186,1.8546791719079156,1.1922881690532707,1.8799496676496001,3.6543213619639987,2000-01-01 15:58:31,2024-10-10 15:58:31.767,44.6590218,-1.19450156,100.1,59.0,
3.93,-0.091622,-8.072562,-5.569292,20.17,0.264243,8.001491,-5.376023,19.2,1.012735,22.79,2.1792,-2.183,1.725,24.31,23.84,22.75,2468,44.659016,-1.194553,52.4,0.0,15,58,31,9.2,,-2.0822604136323912,1.8438028198762186,1.8546791719079156,1.1922881690532707,1.8799496676496001,3.6543213619639987,2000-01-01 15:58:31,2024-10-10 15:58:31.867,44.6590218,-1.19450156,100.1,59.0,
3.93,-0.091622,-8.072562,-5.569292,20.17,0.264243,8.001491,-5.376023,19.2,1.012735,22.79,2.1792,-2.183,1.725,24.31,23.84,22.75,2468,44.659016,-1.194553,52.4,0.0,15,58,31,9.2,,-2.0822604136323912,1.8438028198762186,1.8546791719079156,1.1922881690532707,1.8799496676496001,3.6543213619639987,2000-01-01 15:58:31,2024-10-10 15:58:31.967,44.6590218,-1.19450156,100.1,59.0,
3.93,-0.238307,-7.911963,-5.607397,20.17,0.319904,7.848022,-5.420612,19.2,1.012744,22.81,-2.0458,-3.15,-3.9333,24.36,23.86,22.78,2969,44.659016,-1.194553,52.4,0.0,15,58,31,9.2,,-3.0046092595957115,2.2148328391692194,2.218112017431093,1.1922181930956885,2.248400362916918,4.370530561452422,2000-01-01 15:58:31,2024-10-10 15:58:31.067,44.6590218,-1.19450156,96.5,59.0,
3.93,-0.238307,-7.911963,-5.607397,20.17,0.319904,7.848022,-5.420612,19.2,1.012744,22.81,-2.0458,-3.15,-3.9333,24.36,23.86,22.78,2969,44.659016,-1.194553,52.4,0.0,15,58,31,9.2,,-3.0046092595957115,2.2148328391692194,2.218112017431093,1.1922181930956885,2.248400362916918,4.370530561452422,2000-01-01 15:58:31,2024-10-10 15:58:31.168,44.6590218,-1.19450156,100.1,59.0,
3.93,-0.238307,-7.911963,-5.607397,20.17,0.319904,7.848022,-5.420612,19.2,1.012744,22.81,-2.0458,-3.15,-3.9333,24.36,23.86,22.78,2969,44.659016,-1.194553,52.4,0.0,15,58,31,9.2,,-3.0046092595957115,2.2148328391692194,2.218112017431093,1.1922181930956885,2.248400362916918,4.370530561452422,2000-01-01 15:58:31,2024-10-10 15:58:31.267,44.6590218,-1.19450156,100.1,59.0,
